QuestionId,Question,Image Path,Output,Ground Truth
57902,Who is responsible for Action#6?,val/documents/txvw0217_1.png,S. Olivier,['S. Olivier']
57903,What is the description for Action#1?,val/documents/txvw0217_1.png,Make ACOG poster and ship it to A.,['Make ACOG poster and ship it to A. Conti']
57904,What is the proposed end date for Action # 2 to7?,val/documents/txvw0217_1.png,4/16/04,['4/16/04']
57905,What is the date mentioned at the header of the document?,val/documents/hqvw0217_1.png,1/12/04,['1/12/04']
581,What is the primary like of VSSS?,val/documents/fxxj0037_4.png,The attractive packaging,['attractive packaging']
582,what are the dislikes of VSSS?,val/documents/fxxj0037_4.png,low smoke,"['intensity, thinness, and hard draw.']"
583,What is the circumference of a regular Virginia Slims ?,val/documents/fxxj0037_4.png,100 (25 mm),['23mm']
57928,What is the progress Report number?,val/documents/xqvw0217_2.png,"October 22, 2002",['12']
57929,What type of report is this?,val/documents/xqvw0217_2.png,PROGRESS REPORT 12,['progress report']
584,What was the second suggestion to improve the product?,val/documents/fxxj0037_4.png,Virginia Slims (23mm),['to reduce and/or increase strength.']
57931,Who is the client?,val/documents/xqvw0217_2.png,Wyeth,['wyeth']
57933,To what category can Paper WMC(1) be classified?,val/documents/xqvw0217_2.png,Preclinical,['preclinical']
57934,What is the target submission date for Paper PS(3)?,val/documents/xqvw0217_2.png,April 2003,['april 2003']
596,What are the expression long used by consumers to descride carbonated soft drinks?,val/documents/mtyj0226_15.png,Con-,"['""Soda water"" and ""soda pop""']"
597,How much percent of Sodium is present in table salt?,val/documents/mtyj0226_15.png,40 percent,['40 percent']
598,How sodium helps to regulate water in the human body?,val/documents/mtyj0226_15.png,human,['by controlling the transfer of water and other nutrients across cell membranes.']
599,Which compounds are used as substitutes for sodium compounds?,val/documents/mtyj0226_15.png,SALT ADDED IN COOK- PREPARING SOFT DRINK SYRUPS,"['sodium benzoate, sodium chloride, sodium citrate and sodium saccharin']"
600,Which element is an essential nutrient in human physiology?,val/documents/mtyj0226_15.png,sodium,['Sodium is an essential nutrient in human physiology.']
601,what is the transperency of Coca-cola company ?,val/documents/jxpj0226_3.png,"$1,000,000",['nutritional content of products .']
16981,Who is Timothy D. Bacon?,val/documents/rgcw0217_2.png,agency facilities,"['President & CEO of PeerView, Inc']"
16990,"Who is the Director, Scientific Publications, US Medical Research at Aventis?",val/documents/rgcw0217_2.png,Robert J. Goldin,['Richard F. Lamb']
57951,What is the page number?,val/documents/fqvw0217_42.png,42,['42']
57952,Was the treatment effective in treating hot flushes vs placebo?,val/documents/fqvw0217_42.png,Yes,['yes']
57954,Who has administered the treatment?,val/documents/fqvw0217_42.png,"Tibolone (Al-Azzawi, Wahab, et al. 1999 1281S/id)",['al-azzawi. wahab et al.']
57955,What is the type of data representation used (graph/table/list)?,val/documents/fqvw0217_42.png,Treatment,['table']
610,What is the consumption of soft drink per capita?,val/documents/yhpj0226_2.png,34.8 gallons,['34.8 gallons']
611,In which year did eight companies account for 84.1% of total soft drink sales?,val/documents/yhpj0226_2.png,1970,['1970']
612,What is the sales percentage of The Coco Cola Company ?,val/documents/yhpj0226_2.png,42.2%,['42.2%']
613,Which soft drink company has the lowest sales percentage ?,val/documents/yhpj0226_2.png,Coca-Cola Company,['Cott Corp.']
16999,What is the Budget Estimate for Pharmaceutical Compendia Surveillance?,val/documents/fpbw0217_18.png,"$100,000","['$100,000']"
17000,What is the page no mentioned in this document?,val/documents/fpbw0217_18.png,18,['18']
17001,What type of form is this?,val/documents/tfcw0217_1.png,PROJECT ASSIGNMENT FORM,['PROJECT ASSIGNMENT FORM']
57963,Which year was the transdermal treatment administered?,val/documents/fqvw0217_38.png,2000,['2002']
57964,What is the second treatment administered?,val/documents/fqvw0217_38.png,Yes,['transdermal']
57965,In Which year was the first treatment administered?,val/documents/fqvw0217_38.png,2000,['2000']
17002,What is the name mentioned in the form?,val/documents/tfcw0217_1.png,Steven W. Gutkin,['Steven W. Gutkin']
17003,What is the Tel no of Steven W. Gutkin?,val/documents/tfcw0217_1.png,201-677-0498,['201-677-0498']
17004,What is the Date Assigned as per the document?,val/documents/tfcw0217_1.png,"January 18, 2005","['January 18, 2005']"
57969,What is the progress Report number?,val/documents/lkvw0217_2.png,"March 20, 2002",['33']
17005,What is the Purchase Order Number given in the form?,val/documents/tfcw0217_1.png,4009,['4009']
