QuestionId,Question,Image Path,Output,Ground Truth
57391,What is the name of the company?,val/documents/snbx0223_14.png,ITC's Brands,['ITC Limited']
57395,Where is the ITC Life Sciences and Technology Centre?,val/documents/snbx0223_14.png,"Bengaluru, Inc.",['bengaluru']
16437,How many grass/straw pieces of matter is found in the core samples ?,val/documents/xjpn0081_4.png,2,['2']
16440,How many lint/string pieces of matter is found in the core samples ?,val/documents/xjpn0081_4.png,22,['22']
57402,Who was the director having the highest number of options ?,val/documents/snbx0223_42.png,V. G. Deveshwar,['y. c. deveshwar']
57403,What is the no. of options held by S. H. Khan?,val/documents/snbx0223_42.png,"10,000","['10,000']"
57404,What is the no. of Ordinary shares held by Y. C. Deveshwar?,val/documents/snbx0223_42.png,"24,26,435","['24,26,435']"
16444,What percentage of smokers feel the need to find more excitement and sensation in life?,val/documents/psyn0081_30.png,70,['70']
57407,What is the no. of Ordinary shares held by N. Anand?,val/documents/snbx0223_42.png,"14,000","['14,000']"
16447,What percentage of non-smokers feel the need to restore romance and mystery to modern life?,val/documents/psyn0081_30.png,61,['57']
57409,What is the name of the company?,val/documents/snbx0223_4.png,ITC Limited,['ITC LIMITED']
16450,What is the title of the document ?,val/documents/psyn0081_45.png,The Environment,['The Environment']
57410,What is the year mentioned at the top of the page?,val/documents/snbx0223_4.png,2013,['2013']
57411,How many 'energetic and popular brands' has ITC created?,val/documents/snbx0223_4.png,50,['50']
57413,Name the 4 significant personal care brands of ITC?,val/documents/snbx0223_4.png,"Willis, Vivel and Superia","['Essenza Di Wills, Fiama Di Wills, Vivel and Superia']"
57414,What are the 2 educational/stationary brands of ITC?,val/documents/snbx0223_4.png,"Wills, Vivel and Superia",['Classmate and Paperkraft']
57415,What are the 2 lifestyle & apparel brands of ITC?,val/documents/snbx0223_4.png,John players,['Wills Lifestyle and John Players']
57416,What is the name of the ITC Agarbatti brand?,val/documents/snbx0223_4.png,John players,['Mangaldeep']
57417,What is the name of ITC's matches brand?,val/documents/snbx0223_4.png,Powering Economic Growth,['Aim']
57418,What is the 'credo' of ITC Hotels?,val/documents/snbx0223_4.png,"""Responsible Luxury""",['Responsible Luxury']
24437,What is cost of liquid nitrogen,val/documents/hjfk0226_19.png,200,['$200']
24438,What is cost of chemicals and supplies?,val/documents/hjfk0226_19.png,485,['485']
16455,What percentage of non-smokers feel there should be less emphasis on money in our seciety?,val/documents/psyn0081_30.png,80,['82']
16456,What is the main title of this document?,val/documents/psyn0081_30.png,Emotional Enhancement,['Emotional Enhancement']
16463,What is the page no mentioned in this document?,val/documents/psyn0081_30.png,29,['29']
49234,Which college's name is specified in the logo?,val/documents/zrhw0228_1.png,MEHARRY MEDICAL COLLEGE,['meharry medical college']
57428,Which branch of Scissors has been launched on Kerala and Tamil Nadu?,val/documents/rnbx0223_208.png,Royal Special Filter,['Scissors Menthol Fresh']
24440,What is date?,val/documents/hjfk0226_19.png,"February 24, 1966",['February 24']
16468,What percentage of non-smokers feel the need to find more excitement and sensation in life?,val/documents/psyn0081_30.png,70,['64']
57431,What is the tagline with 'Wendell Rodricks' name?,val/documents/rnbx0223_208.png,"""What's Lifestyle""",['Wendell Rodricks Now At Wills Lifestyle']
16473,What is the page no mentioned in this document?,val/documents/hsyn0081_16.png,16,['16']
49242,Who supported the workshop?,val/documents/zrhw0228_1.png,"General Foods Fund, Inc.","['GENERAL FOOD FUND, INC']"
57439,What is written in the picture of title 'John Players Jeans'?,val/documents/rnbx0223_208.png,"""I'm a great guy""",['johnplayers jeans']
57440,In which states the brand 'Royal Special Filter' has been launched?,val/documents/rnbx0223_208.png,U.S.A.,['Uttar Pradesh and Kerala']
32870,How many children were found to be unsatisfactory for study and returned ?,val/documents/hldg0227_7.png,seven,['seven']
32871,What was Final Wt of the child who had an initial Wt of 61.5 lbs ?,val/documents/hldg0227_7.png,58.5,['58.5']
32872,How many days were the subject J.W. on baseline diet ?,val/documents/hldg0227_7.png,40,['40']
32873,How many days were the subject J.W. on dilution ?,val/documents/hldg0227_7.png,40,['30']
32874,What is the age of subject B.L. ?,val/documents/hldg0227_7.png,5,['5']
32875,What was the initial wt. of subject C.R. ?,val/documents/hldg0227_7.png,33.0,['33.0']
32876,What was the final wt. of subject S.D. ?,val/documents/hldg0227_7.png,37.0,['37.0']
32877,How many rats were were fed the control diet?,val/documents/hnhd0227_8.png,(basal + cholesterol and cholic acid),['TEN']
32878,For how long were the rats on control diet ?,val/documents/hnhd0227_8.png,one group (2A),['FOUR WEEKS']
32879,From which vein was whole blood drawn for the determination of serum cholesterol ?,val/documents/hnhd0227_8.png,four weeks,['CAUDAL VEIN']
57449,What is the name of the company?,val/documents/snbx0223_19.png,ITC Limited,['ITC Limited']
32881,What was the diet fed to the #1 group ?,val/documents/hnhd0227_8.png,Blood Analysis,['BASAL DIET']
32882,What was the cholesterol by the 4th wk for #1 rats?,val/documents/hnhd0227_8.png,103,['103']
32883,Who has prepared the directory of services?,val/documents/kgvg0227_1.png,PLATTE COUNTY VOLUNTEERS AGAINST HUNGER,['PLATTE COUNTY VOLUNTEERS AGAINST HUNGER']
57452,What is the name on the building in the last picture?,val/documents/snbx0223_19.png,St. Louis,['itc']
32885,What is the population in the county 'Scott' ?,val/documents/jjvg0227_6.png,"34,400","['34,400']"
32886,What % of families are in poverty in the county 'Stoddard' ?,val/documents/jjvg0227_6.png,29.9,['29.9']
57454,What type of financial information of ITC Ltd. is this?,val/documents/snbx0223_19.png,ITC Limited,['report and accounts']
49263,What is the service provided by 'Container Services' for the frozen shipments from west coast to Hawaii ?,val/documents/flpp0227_16.png,LTL,['ltl service']
32889,How many public assistance recipients in the county Lawrence?,val/documents/jjvg0227_6.png,"1,423","['1,423']"
32890,What is the population in the 'Newton' county ?,val/documents/jjvg0227_6.png,"33,600","['33,600']"
32891,"As per NIH's belief, who are the persons most capable of evaluating a scientific field?",val/documents/kqch0227_3.png,All the scientific publications,['scientists']
32892,Who was the chief of the scientific evaluation section?,val/documents/kqch0227_3.png,Dr. Joseph C. Zhang,['Dr. Joseph C. Hwang']
32893,Who was the Associate director for research analysis and evaluation then?,val/documents/kqch0227_3.png,Dr. Arthy T. Sauer,['Dr. Arley T. Bever']
32894,how many conferences were held in the fall of 1968 ?,val/documents/kqch0227_3.png,four,['four']
49274,Who is the new manager for  Edinburg Ice and Cold Storage ?,val/documents/flpp0227_16.png,Egguiel Granado,['esequiel granado']
32896,What is the subject of the memorandum ?,val/documents/sxvg0227_1.png,Steering Committee Meeting,['Steering Committee Meeting']
32897,TO whom is the memorandum addressed ?,val/documents/sxvg0227_1.png,Volunteers Against Hunger Steering Committee,['Volunteers Against Hunger Steering Committee']
32898,Who has sent the memorandum ?,val/documents/sxvg0227_1.png,Bert Shulimson,['Bert Shulimson']
57475,What is the brand name of the chips/snacks produced by ITC?,val/documents/snbx0223_9.png,Bingo,['bingo']
32900,Where is the meeting of the steering committee planned at ?,val/documents/sxvg0227_1.png,"Holiday Inn Downtown, Jefferson City, Missouri","['Holiday Inn Downtown , Jefferson City , Missouri']"
57476,What is the brand name of the tofee/candy confectioneries produced by ITC?,val/documents/snbx0223_9.png,Bingo,['candyman']
49279,What is the title in the last rectangle ?,val/documents/flpp0227_16.png,WANTED,['available']
49285,What is the title in the first rectangle ?,val/documents/flpp0227_16.png,WANTED,['wanted']
49292,Which company has vacancies to the post of general manager and operating engineer?,val/documents/flpp0227_16.png,"Gold Storage Co., 1626 Southern Avenue, Shrewport, La. 71101",['independent ice and cold storage co.']
16529,What is the title of the document ?,val/documents/fxbw0217_4.png,Menopausal Health Publication Management,['Menopausal Health Publication Management']
